symbol,avg_sentiment,news_count
BHARATIDIL,-0.2263,1
SAAKSHI,0.1898,10
JAINAM,0.013,10
REXPIPES,0.0,0
BIRLACABLE,0.2,10
BKMINDST,-0.1307,2
AWL,0.0957,10
VMARCIND,0.0644,4
BBOX,0.0806,10
WALPAR,0.116,10
BOSCHLTD,0.2372,10
CARYSIL,0.2509,10
BCG,0.0416,10
TEGA,0.0675,10
ASCOM,0.0784,10
CGCL,0.1404,10
SANGHIIND,0.2765,10
SANGAMIND,0.296,1
RAJRILTD,0.0258,1
CHOLAHLDNG,0.1386,5
SSFL,0.0822,10
CAREERP,0.3297,10
BHARATRAS,0.3694,4
IEML,0.0086,6
VETO,0.0268,10
SPARC,0.06,10
VIJIFIN,0.0,0
CURATECH,0.0,4
SATIA,0.2874,10
SYNOPTICS,-0.0251,10
MUNJALSHOW,0.0,1
DELPHIFX,0.1988,3
DCMSHRIRAM,0.4565,10
PANAMAPET,-0.3612,1
NIFTY50ADD,0.6597,1
EQUAL50ADD,0.0,0
BOSCHLTD,0.218,10
SBC,0.2615,10
SBFC,0.011,10
SENSEXADD,-0.125,2
ITETFADD,0.0,0
K2INFRA,0.0,0
PVTBANKADD,0.0,0
PSUBANKADD,0.0,0
DALMIASUG,0.1652,10
KDL,0.2265,10
TAC,0.036,10
DENORA,0.3148,10
DELTAMAGNT,0.0,1
ASPIRE,0.2118,10
DELTACORP,0.1619,10
DIGISPICE,0.0478,10
VSCL,0.148,2
VISHWAS,0.0239,10
RELIGARE,-0.003,10
VMM,0.2357,10
VOLTAMP,0.2484,10
EPL,0.2753,10
VRLLOG,0.1581,5
EMAMIREAL,0.0,0
EQUIPPP,0.1342,10
KILITCH,0.406,10
PGHH,0.4994,10
VTL,0.0774,10
WAAREEENER,0.3605,10
TREL,0.1263,10
EMKAYTOOLS,-0.1092,5
NECCLTD,0.1639,5
FMGOETZE,0.1858,3
TRITURBINE,0.0871,10
SUMIT,0.3765,10
TRIDENT,0.2603,10
3MINDIA,0.2088,10
AJRINFRA,0.0,1
GATECHDVR,0.0959,2
DHTL,0.5267,1
GBGLOBAL,0.1204,3
RITEZONE,0.0,0
GATECH,0.0495,10
AYMSYNTEX,0.2447,10
GFLLIMITED,0.0,1
AIL,0.2519,10
GOCLCORP,0.1868,9
ACCELYA,0.2654,10
GVT&D,-0.0051,10
MAZDOCK,0.2166,10
GSS,0.1815,10
ANNAPURNA,0.1592,10
ADROITINFO,-0.3182,1
DREDGECORP,0.2262,6
GEECEE,0.4428,10
GENUSPOWER,0.2068,10
UFO,-0.0191,10
UMANGDAIRY,0.8807,1
BABAFP,0.0,0
GILLETTE,0.3489,10
METROBRAND,0.3099,10
MEP,0.1643,10
UNIINFO,0.0809,6
ZEEMEDIA,0.275,10
HCL-INSYS,0.273,10
SILGO,0.3766,10
HDFCGOLD,0.0735,10
JSLL,0.1474,10
HDFCNIFBAN,0.0,0
UNITEDPOLY,0.4215,2
SYRMA,0.2015,10
NUCLEUS,0.1209,10
UNIVPHOTO,-0.3182,1
KNAGRI,0.0018,10
HEUBACHIND,0.064,2
HEROMOTOCO,0.5177,10
TARSONS,0.1248,10
PRUDMOULI,0.5267,1
HSCL,0.256,10
UTTAMSUGAR,0.1406,10
ARABIAN,0.0608,10
HINDWAREAP,0.6151,5
HITECHCORP,0.0,0
OMAXE,-0.0172,10
BEPL,0.2091,10
HONAUT,0.3313,10
HUBTOWN,0.075,10
DESTINY,0.0095,10
HEALTHIETF,0.0,1
HUHTAMAKI,0.1623,10
ONESOURCE,0.2145,10
MOLDTKPAC,0.1627,5
GSEC10IETF,0.0,0
BSE500IETF,0.0,1
BLUECOAST,0.36,8
QUESS,0.1201,10
RACE,-0.0093,10
SAROJA,-0.0109,10
QUAL30IETF,0.0,1
FINIETF,0.6249,1
AUTOIETF,0.1531,1
CGPOWER,0.1608,10
SHIVAUM,0.3612,1
NEXT50IETF,0.0,2
CPCAP,-0.0039,10
GSMFOILS,0.1876,10
ICICINV20,0.3454,2
SPAL,0.2915,10
PARIN,0.2207,10
GSEC5IETF,0.0,0
ALPL30IETF,0.0,1
CONSUMIETF,0.0,0
SERVICE,0.2754,10
MHHL,0.2911,3
AMJUMBO,0.296,1
IGPL,0.1155,10
IDFCFIRSTB,0.078,10
IIFLCAPS,0.2273,9
DMCC,0.1819,10
CGRAPHICS,0.4777,3
PULZ,0.3247,10
ITDCEM,0.1801,10
MILTON,0.091,10
KAYNES,0.5348,10
CASTROLIND,0.3752,10
STCINDIA,0.1306,4
STANLEY,0.1295,10
DVL,0.2927,10
EIHAHOTELS,0.5305,6
CLEDUCATE,0.063,10
VRAJ,0.4229,10
COLPAL,0.0207,10
AVSL,0.0,1
JSWHL,0.1995,10
RHFL,0.0786,10
NAZARA,0.1255,10
JTLIND,0.1055,10
EXIDEIND,0.0686,10
EXCEL,0.4853,10
JSWSTEEL,0.2009,10
ANLON,0.2057,9
JCHAC,0.1873,10
SUNDRMBRAK,0.296,1
ESCONET,0.2229,10
JSL,0.1466,10
FMNL,0.2165,4
AMDIND,-0.4168,1
ROLEXRINGS,0.1862,10
UMA,0.1847,10
SHARDACROP,0.1511,10
AKSHOPTFBR,-0.1132,2
KANSAINER,0.2915,10
AXISCADES,0.2057,10
SUPRAJIT,0.1526,10
CMRSL,0.0,1
KECL,0.044,10
SUPRIYA,0.1413,10
UDAICEMENT,0.4019,2
KRITI,0.3315,10
WSTCSTPAPR,0.3156,4
SURAKSHA,0.2347,10
GARFIBRES,0.5366,10
NILAINFRA,0.121,9
ALPHA,0.2573,10
PONNIERODE,0.0,1
LOWVOL1,0.0,0
HMVL,0.28,8
GOLDENTOBC,-0.1132,2
AMEYA,0.0693,10
SUULD,0.1078,10
KORE,0.2054,10
ALMONDZ,0.2328,10
ALICON,0.1685,10
LICNETFN50,0.0,0
SUNREST,0.0918,10
MEGASTAR,0.2974,10
GRAPHITE,0.2296,10
LICNETFSEN,0.0,0
LLOYDSENGG,0.2208,10
PRAXIS,0.0224,10
ARIHANTACA,0.0,0
SILINV,0.1556,3
HDFCNIFTY,0.5278,10
LTFOODS,0.1909,10
GOLDTECH,0.0736,8
MMFL,0.462,10
SIMPLEXINF,0.0,0
AUSOMENT,0.4723,2
ESG,0.1653,10
LIBERTSHOE,0.3511,3
MAANALU,0.2527,7
JKCEMENT,0.5679,10
MANINDS,0.1453,10
PRECISION,0.0444,10
MARKSANS,0.3029,10
BAJAJHLDNG,0.1121,9
PSPPROJECT,0.3125,10
HCC,0.4157,10
GOLDETF,0.3028,10
LOWVOL,0.0124,10
GSEC10YEAR,0.0,0
HINDALCO,0.2982,10
HIGREEN,0.1075,10
BBL,0.0351,10
BFSI,0.2706,10
MASTER,0.1817,10
BIRLACORPN,0.1947,10
AYMSYNTEX,0.2447,10
VAKRANGEE,0.321,10
JSL,0.1466,10
MONARCH,0.2954,10
RADAAN,0.0823,6
DURLAX,0.3286,10
ICICIMCAP,0.2553,2
MPHASIS,0.3348,10
GOLDKART,0.0,0
NETFCONSUM,0.0,0
NAVA,0.2495,10
NCC,0.3357,10
NETFNIF100,0.0,0
MID150BEES,0.0,0
CHENNPETRO,0.2497,10
MRF,0.3657,10
CPS,0.0762,10
AEGISLOG,0.245,10
BEACON,-0.0189,10
NDL,0.1723,10
OSIAHYPER,0.174,10
SASKEN,0.1265,10
CUMMINSIND,0.135,10
NEXTMEDIA,0.1303,10
SDL26BEES,0.0,0
NILKAMAL,0.2802,10
VILINBIO,0.0,3
CYIENT,0.0382,10
PVTBANIETF,0.0,1
MDL,0.1357,10
WINSOL,0.424,10
PHARMABEES,0.5586,3
ORIENTCER,0.4412,2
ORTINGLOBE,0.0,0
OBEROIRLTY,0.2124,10
RBZJEWEL,0.3129,2
SBICARD,0.1569,10
INFOLLION,0.3124,7
ORIENTALTL,0.1132,2
OFSS,0.1508,10
VIRINCHI,0.1633,10
PILITA,0.0962,10
ICIL,0.2556,10
PVP,0.0675,10
CAMS,0.3123,10
PENINLAND,0.0287,7
MANAV,-0.0386,10
CHEMCON,0.1933,10
PEARLPOLY,0.0,0
PRECOT,0.0558,7
TORNTPHARM,0.0831,10
SHREEKARNI,0.0232,3
GRETEX,0.2154,10
PRSMJOHNSN,-0.1243,8
PGHL,0.0173,10
PGHH,0.4994,10
PREMIER,0.276,10
KKVAPOW,0.296,1
JBMA,0.3926,10
VSTL,0.3385,10
SGIL,0.2374,6
RSWM,0.1412,10
TCL,0.1789,10
ATMASTCO,0.2467,10
RTNPOWER,0.221,10
JTEKTINDIA,0.224,10
SUNDRMFAST,0.0478,4
FEL,-0.0347,10
RCOM,0.0396,10
FCONSUMER,0.1648,10
WENDT,0.0208,10
SETFNIFBK,0.0,0
MASTERTR,0.2486,10
SECURKLOUD,-0.089,2
SHEKHAWATI,0.1543,10
KPIL,0.3976,10
ABAN,-0.0175,10
KGL,0.1176,10
SKFINDIA,0.4494,10
HITECH,0.0845,10
SPMLINFRA,0.1482,10
ADANIENSOL,0.4397,10
MBLINFRA,0.4455,7
SAMBHAAV,0.0638,10
GVPTECH,-0.4588,1
KOHINOOR,0.2762,10
SAMPANN,0.1667,10
TAPIFRUIT,0.0,1
UDS,0.0809,10
MNC,0.2586,10
KROSS,0.1726,10
ACCENTMIC,0.3634,2
SEAMECLTD,0.2188,6
AKZOINDIA,0.1537,10
HOMEFIRST,0.086,10
IT,0.1706,10
ACLGATI,-0.0332,10
LEEL,-0.1714,10
SHEKHAWATI,0.1543,10
SIMPLEXINF,0.0,0
LALPATHLAB,0.3258,10
GUJAPOLLO,-0.4767,1
SIYSIL,0.0941,10
ANIKINDS,0.0,0
LMW,0.0873,10
PLADAINFO,0.0,0
APLLTD,0.1019,10
HDFCSENSEX,0.222,4
HLVLTD,0.2535,10
ZODIAC,0.3212,10
STEL,0.2317,10
STYRENIX,0.2901,10
SUNFLAG,0.2404,10
SURANASOL,-0.0611,2
HIL,0.0876,10
SWELECTES,0.2292,5
TATACONSUM,0.2129,10
TVSHLTD,0.1667,6
TGBHOTELS,0.296,1
BSOFT,0.0254,10
TVSSRICHAK,0.2633,2
TVSMOTOR,0.3899,10
TRANSWORLD,0.1277,10
JNKINDIA,0.3624,10
TARMAT,0.036,10
AMBEY,0.1995,10
TATACOMM,0.1687,10
DKEGL,-0.0564,10
TATAINVEST,0.177,10
TPHQ,0.2854,10
BHARTIHEXA,0.2051,10
MIDCAPETF,0.2113,10
TECHIN,0.0861,10
VALIANTLAB,0.0987,3
RAMCOCEM,0.1714,10
VARROC,0.1857,10
NACLIND,0.1988,10
TIRUPATIFL,0.0733,4
SANCO,0.2101,10
ICICIB22,0.0431,6
EXXARO,0.1852,10
TEJASNET,0.0815,10
TRIGYN,0.1196,10
TICL,0.1514,10
VENUSPIPES,0.186,10
TEXINFRA,0.3443,3
UFLEX,0.1895,10
KHFM,0.4375,4
MINDPOOL,0.0,1
USHAMART,0.0025,9
UNIVAFOODS,0.5267,1
V2RETAIL,0.3399,10
WABAG,0.2437,10
COROMANDEL,0.0933,10
ADANIPOWER,0.4516,10
KAMDHENU,0.2024,10
VALUEIND,0.0,0
VTL,0.0774,10
VINDHYATEL,0.0,1
VEDL,0.1337,10
ICICISENSX,0.0,0
VENKEYS,0.3403,10
VIDHIING,0.2781,4
AUTOBEES,0.34,1
VIKASLIFE,0.1705,10
BIRDYS,0.2804,10
WELCORP,0.2574,10
TIJARIA,0.1343,10
VIPCLOTHNG,0.6752,4
IZMO,0.3035,10
INCREDIBLE,0.1325,10
CAPTRUST,0.1374,10
VISAKAIND,0.3431,6
TIRUPATI,0.293,10
ZUARIIND,-0.4847,2
INDBANK,0.3541,10
ZEEMEDIA,0.275,10
VLSFINANCE,0.3673,10
DOLATALGO,0.1909,6
RELIANCE,0.3575,10
GANESHBE,0.3348,3
NATIONALUM,0.1664,10
ACSAL,0.0,2
VERTEXPLUS,0.0592,5
ADORWELD,-0.3612,1
CAREERP,0.3297,10
HIL,0.0876,10
ELECON,0.0812,10
DSPBANKETF,0.0,0
RPSGVENT,0.1909,3
RHIM,0.2092,10
DRL,0.2591,10
WALCHANNAG,0.0483,7
DSPPSBKETF,0.0,0
DSPPVBKETF,0.0,0
JAIBALAJI,0.2536,10
JPPOWER,0.5174,10
DTIL,0.0811,10
IBREALEST,0.1164,10
HDFCMFGETF,0.0,0
A2ZINFRA,0.1034,9
WELINV,0.1094,2
RELINFRA,0.2136,10
KBCGLOBAL,0.3417,10
ICICIFMCG,0.134,3
ICICI500,-0.3185,2
RNAVAL,0.3242,10
WEWIN,0.406,10
RVTH,0.0867,10
VITAL,0.4636,10
KAMDHENU,0.2024,10
SUPREMEIND,0.4914,10
PSUBANKICI,0.0,1
QMSMEDI,-0.5267,1
KIRIINDUS,0.2455,9
ROUTE,0.346,10
KOTAKLIQ,0.0,0
ICICIBANKP,0.0,1
KOTAKMID50,0.0,0
SAMMAANCAP,0.2302,10
LIQUID1,0.0,0
SAIFL,0.4515,10
MANXT50,0.0,0
MAFSETF,0.0,0
GRAPHISAD,0.1345,10
NETFNIF100,0.0,0
ATFL,0.0875,10
ALEMBICLTD,0.2893,10
SUVIDHAA,0.2151,10
ATFL,0.0875,10
NETFPHARMA,0.0,0
NETFSDL26,0.0,0
MEGASOFT,0.2745,10
SHRIRAMFIN,0.2588,10
SHAH,0.3,10
GREENPLY,0.1094,10
GSTL,0.1639,10
MRO-TEK,0.1679,10
ARE&M,-0.0712,10
SHANTHALA,0.316,4
SMARTLINK,0.1084,10
UNIMECH,0.1896,10
ICICIGI,0.1387,10
LINDEINDIA,0.1692,10
MODISONLTD,0.4071,4
UNOMINDA,0.1132,10
SHIGAN,0.1789,10
ASHOKAMET,0.2455,3
OCCLLTD,0.0142,6
SINTERCOM,0.1407,10
ABCOTS,0.0,0
BAJAJCON,0.4229,10
OLIL,-0.0334,10
UYFINCORP,0.1791,9
HGS,0.194,10
ATLASCYCLE,0.0997,10
NEPHROCARE,0.4748,10
OMKARCHEM,0.3291,2
TATASTEEL,0.189,10
SKYGOLD,0.6579,10
SILVRETF,0.0,0
TATASTEEL,0.189,10
TEMBO,0.2158,10
MARCO,0.1341,10
THEINVEST,0.2701,10
AILIMITED,-0.0427,10
UNIHEALTH,-0.1337,10
JIWANRAM,0.1051,6
PRAMARA,0.0497,7
MOTISONS,0.2628,10
MONOPHARMA,-0.4404,1
NETFLTGILT,0.0,0
TRIDENT,0.2603,10
AIMTRON,0.2495,10
NV20BEES,0.0,0
UCAL,0.0601,10
SAHAJ,0.5534,10
SILVERIETF,0.3185,2
CHOLAFIN,0.1176,10
NAHARPOLY,-0.0271,7
UWCSL,0.0,0
NAVNETEDUL,0.247,3
VHL,0.2054,10
CINELINE,0.0064,10
SPECIALITY,0.1643,10
ICICINF100,0.3825,2
VAKRANGEE,0.321,10
BOMDYEING,0.0819,5
RANASUG,0.1981,4
PANACEABIO,0.0382,9
NTL,0.1794,10
GIRIRAJ,0.2402,10
DICIND,0.1521,10
VIDEOIND,0.0,1
MIDQ50ADD,0.0,0
SRM,0.3877,10
IL&FSTRANS,-0.1738,10
YASHOPTICS,0.0644,10
VIPULLTD,0.118,10
WEL,0.2702,10
BETA,-0.0253,10
ORIENTBELL,0.105,10
OSWALGREEN,0.0783,10
TMB,0.2319,10
RMDRIP,0.2179,5
VISHWARAJ,-0.097,10
PGIL,0.1969,10
ZEEL,0.2907,10
AGUL,0.296,1
REMSONSIND,0.5051,3
MOS,0.2319,10
INSPIRISYS,0.1561,10
INDUSTOWER,0.2173,10
AURDIS,-0.0486,10
CORALFINAC,0.3675,2
DSPSILVETF,0.0,0
INFY,0.1513,10
AGARWALFT,0.0,0
ZENITHDRUG,0.296,1
VIAZ,0.1763,10
DSPITETF,0.0,0
DSPGOLDETF,0.1274,5
WCIL,0.3269,10
FEDDERELEC,-0.3818,1
AIL,0.2519,10
RTNINDIA,0.2683,10
WTICAB,0.1968,10
FELDVR,0.0,0
DCMSRIND,0.2057,4
BAWEJA,0.0544,10
FONEBOX,0.1404,10
SETFGOLD,0.0,1
KPIGREEN,0.3324,10
PHANTOMFX,0.2441,10
ICICINXT50,0.0,1
ICICIALPLV,0.0,1
SONAMLTD,0.0,1
NHPC,0.1129,10
SAGCEM,-0.2263,2
GANESHHOUC,0.0895,10
KOTAKGOLD,0.3185,2
GTL,0.2548,10
UFLEX,0.1895,10
IVP,0.3568,10
SATHAISPAT,0.0,0
SANOFI,0.2166,10
RSSOFTWARE,-0.0087,10
UMAEXPORTS,0.1231,10
CBAZAAR,0.0,0
PSUBANK,0.0596,10
ALLDIGI,0.2007,10
SHIRPUR-G,-0.1815,3
ANDHRSUGAR,-0.1079,3
FIDEL,0.1541,10
RVTH,0.0867,10
SIGNPOST,0.0907,10
SYNCOMF,0.1973,3
ANSALAPI,-0.1293,10
SOLARINDS,0.3766,10
ASTRAZEN,0.1521,10
SADHNANIQ,0.0696,10
SPRL,0.1159,10
HEIDELBERG,0.2467,10
BALAXI,0.2008,10
ASTRAMICRO,0.4209,10
ASTRON,0.0287,10
MARICO,0.2516,10
VAIBHAVGBL,0.1278,6
SMLT,-0.1758,4
QUADPRO,-0.0067,3
TATAMOTORS,0.1315,10
MAKEINDIA,0.3038,10
KODYTECH,0.4451,4
MIDCAPIETF,0.0,1
MOM50,0.0,0
GRWRHITECH,0.0736,10
JUBLINGREA,0.6135,10
SIDDHIKA,0.25,10
SOMICONVEY,0.0,0
NDLVENTURE,0.5267,1
CONSUMBEES,0.4166,2
NIF100BEES,0.0,0
TRENT,0.261,10
UPL,0.2268,10
PSUBNKIETF,0.0,1
YUDIZ,0.0761,10
SANOFI,0.2462,10
NSIL,0.1546,10
VAIBHAVGBL,0.1278,6
SASTASUNDR,-0.4016,2
ABSMARINE,0.3451,9
THEJO,0.2392,10
SILKFLEX,0.0715,9
CONTI,0.1684,10
VEEDOL,0.017,10
ICICILOVOL,0.0,1
BANKETFADD,0.0,0
AISL,0.2685,9
ITBEES,0.253,5
IIFL,0.1087,10
WELSPUNLIV,0.135,10
IL&FSENGG,-0.1738,10
IGARASHI,0.3865,10
RCF,0.3704,10
MPTODAY,-0.1725,9
DHANI,0.1027,10
ZENITHSTL,0.0,0
REMUS,0.0516,10
STLTECH,0.0804,10
PROLIFE,0.1493,10
JETKNIT,0.0,0
EMBDL,0.3259,10
IVZINGOLD,0.0,0
QUINTEGRA,0.0417,6
AHL,0.0949,10
EVERESTIND,0.2013,3
SETCO,-0.0405,10
SHAHALLOYS,0.2086,6
FORCEMOT,0.2519,10
KTL,-0.0488,10
WEBELSOLAR,0.2834,10
3PLAND,0.195,9
JUBLPHARMA,0.4586,10
GENSOL,0.2072,10
ICICITECH,0.0,1
BAHETI,0.1347,10
SETFNN50,0.7269,1
RGL,0.1669,10
KSERASERA,-0.3127,10
ICICICOMMO,0.0,0
SILINV,0.1556,3
ICICIINFRA,0.0,2
PNGJL,0.1335,10
GMRAIRPORT,0.2382,10
SMLISUZU,0.1408,10
ABREL,0.2479,10
SHREEOSFM,0.096,10
SASTASUNDR,-0.4016,2
GEOJITFSL,0.1808,8
SURYODAY,0.1626,10
SOTL,0.2027,10
MAMFGETF,0.0,0
AJMERA,0.1717,10
CONS,0.1059,10
PRABHA,0.1405,10
LTF,0.2999,10
SIEMENS,0.353,10
SIGIND,0.1423,10
PARAGON,0.2922,10
HAVISHA,0.1378,6
LINC,0.4057,10
MPSLTD,0.1658,10
AGI,0.1141,10
HEADSUP,0.2858,10
GGBL,0.1375,10
VIVO,0.2949,10
METKORE,0.1012,2
HINDUNILVR,0.1696,10
ATGL,0.3076,10
FMCGIETF,0.2691,3
TTML,0.2326,10
DUGLOBAL,0.2362,8
VARDMNPOLY,0.1609,2
OPTIEMUS,0.1458,10
TDPOWERSYS,0.2123,10
COSMOFIRST,0.1687,10
TRU,0.2075,10
VBL,0.2767,10
VERTOZ,0.5612,10
INFRAIETF,0.0,1
COUNCODOS,-0.2202,2
FELDVR,0.0,0
COFORGE,0.1802,10
MANDEEP,0.198,10
GILT5YBEES,0.0,0
INDOCO,-0.0255,10
VIKASECO,0.1521,10
WEWIN,0.406,10
GOLDETFADD,0.0,1
RATNAVEER,0.2695,10
URBAN,0.0251,10
XCHANGING,0.1775,10
DATAMATICS,0.237,10
YAARI,0.2027,10
TRUST,0.4582,10
PAISALO,0.184,10
QUICKTOUCH,0.0993,10
ZYDUSLIFE,0.2263,10
DUCON,0.1448,10
COSMOFIRST,0.1687,10
EPIGRAL,0.2462,10
TOTAL,0.0743,10
SHERA,0.4633,10
WABAG,0.2437,10
ARISTO,0.214,10
HOMESFY,-0.0277,10
GTECJAINX,0.0,0
DECCANCE,0.3311,5
ICICIPHARM,0.0,1
GEPIL,0.1419,10
ICICILIQ,0.6249,1
MAXPOSURE,0.216,9
KEYFINSERV,0.2228,4
SHIVAMILLS,0.0342,3
GULFPETRO,0.2053,3
ABHISHEK,0.2339,10
BIRLAMONEY,0.207,10
KOTAKBANK,0.1897,10
MOTHERSON,0.2805,10
MAM150ETF,0.0,0
SUVEN,0.1884,10
SCHAEFFLER,0.3392,10
RILINFRA,-0.064,5
LICMFGOLD,0.0,0
ZENITHSTL,0.0,0
ZENSARTECH,0.1771,10
SOMANYCERA,0.1658,6
UNIVCABLES,0.3782,4
LEMONTREE,0.2277,10
SURANAT&P,-0.0945,5
MAHLIFE,-0.0194,10
UTKARSHBNK,0.2173,9
KOTYARK,0.2902,10
BAJFINANCE,0.4341,10
NEXT50,0.5163,10
NIFTYETF,0.4441,10
ITIETF,0.0,1
MOM100,0.2827,3
PVRINOX,0.1699,10
CIEINDIA,0.042,10
LUXIND,0.2482,10
VEDL,0.1337,10
SOTL,0.2027,10
DRSDILIP,0.0,0
JAIPURKURT,0.0,1
GULFPETRO,0.2053,3
CREST,0.0303,10
SRD,0.0738,10
REFRACTORY,0.2284,10
SILVERADD,0.0449,10
RATEGAIN,0.2528,10
PASUPTAC,0.0977,4
PROV,0.1327,10
SCHAEFFLER,0.3392,10
VLEGOV,0.1517,10
ZENSARTECH,0.1771,10
COMSYN,0.2039,7
PRIVISCL,0.2086,7
HEROMOTOCO,0.5177,10
OWAIS,-0.075,10
DEEM,0.1224,10
PITTIENG,0.2104,6
SHAKTIPUMP,0.1736,10
SHILPAMED,0.0471,10
WOCKPHARMA,0.2737,10
AFSL,0.0824,10
LLOYDS,0.3926,10
ATGL,0.3076,10
SABAR,0.0654,10
GOLDKART,0.0,0
GOLD1,0.1725,8
RELCONS,0.3298,2
SHALPAINTS,0.1001,3
LICNETFGSC,0.0,0
ANUP,0.2162,10
SYNGENE,0.1564,10
STLTECH,0.0804,10
VISHNUINFR,0.0,0
IEL,0.0375,10
EFACTOR,0.174,10
VADILALIND,0.243,10
TEXINFRA,0.3443,3
BHARTIARTL,0.0713,10
TCPLPACK,0.5128,5
TIPSMUSIC,0.2396,10
TARIL,0.4665,10
COMMOIETF,0.0,1
URAVIDEF,0.1027,1
VIPCLOTHNG,0.6752,4
UCL,0.1745,10
DCBBANK,0.298,10
VASA,0.2421,10
OMINFRAL,0.0758,6
IMAGICAA,0.269,10
DECCANCE,0.3311,5
VIVIDHA,0.0,1
SEJALLTD,0.0,1
PEL,0.0426,10
QFIL,0.0527,10
EXPLEOSOL,0.2672,4
JAYNECOIND,0.4884,2
HDFCSENETF,0.0,0
ICICIM150,0.0,1
AVROIND,0.0,1
AMIABLE,0.1057,10
SKIL,0.0184,10
KOKUYOCMLN,0.1866,2
SHREYANIND,0.0,0
UNICHEMLAB,-0.0368,10
MIDCAP,0.3473,10
SITINET,-0.0808,5
ANGELONE,0.2842,10
SPENTEX,0.2962,6
SUNDROP,0.1445,10
DHANLAXMI,0.3306,10
MFSL,0.1924,10
TATAMOTORS,0.1315,10
MON100,0.0385,9
LIQUIDIETF,0.0,0
UNOMINDA,0.1132,10
RAJSREESUG,0.0,0
VHL,0.2054,10
MAGSON,-0.0781,8
SLONE,0.1783,10
NAM-INDIA,0.4656,10
SCI,0.3241,10
PVRINOX,0.11,10
AVPINFRA,0.151,4
SUDARSCHEM,0.0099,5
LRRPL,-0.1055,3
RAIN,-0.037,10
HDFCNIFETF,0.0,0
SUNTV,0.1064,10
ICICIQTY30,0.0,0
INDIFRA,0.286,5
RPPINFRA,0.3597,10
NIFTY1,0.3778,10
BANKNIFTY1,0.0,1
UNIENTER,0.0,0
KRISHIVAL,0.1944,8
UNIONBANK,0.293,10
UPL,0.2268,10
MERCATOR,0.2399,10
DYNAMIC,0.494,10
JPPOWER,0.5174,10
MOREPENLAB,0.1435,10
ICICIGOLD,0.0586,10
SECL,0.1426,10
VGUARD,0.0437,10
SILVERBEES,0.1059,10
WENDT,0.0208,10
SCPL,0.2999,10
RELIABLE,0.4866,10
PURVFLEXI,0.148,2
PROZONER,-0.2989,10
CYBERTECH,0.203,10
JWL,0.2676,10
ICICIMOM30,0.0,1
WORTH,0.3549,10
ADORWELD,-0.3612,1
ROXHITECH,0.1627,9
KCK,0.1415,10
APCOTEXIND,-0.1933,5
ZENTEC,0.0149,10
PTL,0.5685,10
HONDAPOWER,0.137,10
TIMKEN,0.0774,10
SEL,0.0502,10
THANGAMAYL,0.2728,10
MAHLIFE,-0.0194,10
SAHANA,0.2177,10
PITTIENG,0.2104,6
INSECTICID,0.216,10
DSPSENXETF,0.0,0
ZOMATO,0.2239,10
SUPREME,0.6127,10
SADBHAV,0.0007,10
AURUM,0.0854,10
SMSLIFE,0.0258,2
NLCINDIA,0.2558,10
BHANDARI,-0.0837,10
SMVD,0.0164,7
PATANJALI,0.263,10
POONAWALLA,0.2762,10
SETFNIF50,0.0,0
SEMAC,0.1806,9
SILVER1,0.1199,10
UJJIVANSFB,0.2637,10
GREAVESCOT,0.4093,10
HBLENGINE,0.3056,10
BORORENEW,0.0343,10
MIRZAINT,0.4392,7
VCL,0.3065,10
UNITDSPR,0.4779,10
AATMAJ,0.0926,3
AMBANIORG,0.0,0
CMNL,0.0,0
SHANKARA,0.0578,10
SUPREMEPWR,0.5257,6
ABFRL,0.1517,10
KSB,0.1775,10
LTIM,0.1317,10
TCIEXP,0.3634,6
MUKANDLTD,0.1492,10
VISHNU,0.3005,10
RANEHOLDIN,0.3011,4
NIACL,0.3389,10
SAREGAMA,0.2209,10
ARVEE,0.2233,10
MOM30IETF,0.2009,2
VERA,-0.0146,10
WELENT,0.209,10
DUCOL,0.1227,6
KOTAKSILVE,0.296,1
VINYAS,0.3709,10
MOGSEC,0.347,1
KARMAENG,0.5262,2
OLECTRA,0.2605,10
MAESGETF,0.0,0
TITAGARH,0.296,10
WSI,0.1986,10
SUNTECK,0.3892,10
NETFCONSUM,0.0,0
PCCL,-0.0469,8
AMBUJACEM,0.0582,10
MANAKSIA,0.0847,10
GROWWEV,0.0,1
IVZINNIFTY,0.0,0
SETUINFRA,0.0,1
DOLLEX,0.148,10
BALMLAWRIE,0.3109,10
TBZ,0.1912,10
VELS,0.2388,10
JINDALSAW,0.2803,10
HOACFOODS,0.1604,10
